year.id,year.display-label,hisp.id,hisp.display-label,GEO.id,GEO.id2,GEO.display-label,wac_sex0_age999,bac_sex0_age999,iac_sex0_age999,aac_sex0_age999,nac_sex0_age999,wac_sex0_age0to17,bac_sex0_age0to17,iac_sex0_age0to17,aac_sex0_age0to17,nac_sex0_age0to17,wac_sex0_age18to64,bac_sex0_age18to64,iac_sex0_age18to64,aac_sex0_age18to64,nac_sex0_age18to64,wac_sex0_age65plus,bac_sex0_age65plus,iac_sex0_age65plus,aac_sex0_age65plus,nac_sex0_age65plus
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US28,28,Mississippi,1818691,1138644,29575,37588,3534,404127,329819,8996,10234,1019,1104920,705969,17820,24888,2313,309644,102856,2759,2466,202
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US28,28,Mississippi,75046,11438,4808,1580,1087,24926,4229,1789,575,320,46824,6542,2859,942,735,3296,667,160,63,32
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US28,28,Mississippi,1740411,1132342,25079,37295,2480,376405,323980,7320,10011,711,1050489,701498,14993,24649,1597,313517,106864,2766,2635,172
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US28,28,Mississippi,1815457,1143780,29887,38875,3567,401331,328209,9109,10586,1031,1097313,708040,17852,25591,2332,316813,107531,2926,2698,204
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US28,28,Mississippi,76423,11744,4906,1646,1127,25531,4425,1835,597,342,47322,6606,2895,981,750,3570,713,176,68,35
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US28,28,Mississippi,1734474,1134705,25226,38562,2529,373307,322116,7293,10280,735,1041524,700680,14990,25382,1617,319643,111909,2943,2900,177
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US28,28,Mississippi,1810897,1146449,30132,40208,3656,398838,326541,9128,10877,1077,1088846,707286,17885,26363,2367,323213,112622,3119,2968,212
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US29,29,Missouri,191088,15197,11493,3604,2039,72345,6988,4588,1549,877,110877,7822,6602,1928,1132,7866,387,303,127,30
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US29,29,Missouri,4951061,737976,65217,121251,10097,1112765,231227,17298,34606,3674,3078820,444808,41713,79436,6034,759476,61941,6206,7209,389
cen42010,"April 1, 2010 Census",totpop,Total,0400000US29,29,Missouri,5142149,753173,76710,124855,12136,1185110,238215,21886,36155,4551,3189697,452630,48315,81364,7166,767342,62328,6509,7336,419
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US29,29,Missouri,191088,15197,11493,3604,2039,72345,6988,4588,1549,877,110877,7822,6602,1928,1132,7866,387,303,127,30
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US29,29,Missouri,4951061,737976,65217,121251,10097,1112766,231227,17298,34606,3674,3078819,444808,41713,79436,6034,759476,61941,6206,7209,389
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US29,29,Missouri,5142149,753173,76710,124855,12136,1185111,238215,21886,36155,4551,3189696,452630,48315,81364,7166,767342,62328,6509,7336,419
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US29,29,Missouri,192452,15342,11620,3670,2067,72659,7032,4662,1578,883,111834,7914,6654,1969,1153,7959,396,304,123,31
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US29,29,Missouri,4954524,739395,65260,122435,10233,1111292,230842,17242,34841,3698,3081545,446227,41769,80249,6147,761687,62326,6249,7345,388
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US29,29,Missouri,5146976,754737,76880,126105,12300,1183951,237874,21904,36419,4581,3193379,454141,48423,82218,7300,769646,62722,6553,7468,419
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US29,29,Missouri,197664,15887,11991,3904,2127,74074,7274,4828,1688,883,115173,8191,6823,2084,1208,8417,422,340,132,36
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US29,29,Missouri,4956919,743441,65963,126525,10682,1102807,228510,17155,35696,3841,3084002,451406,42240,82970,6427,770110,63525,6568,7859,414
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US29,29,Missouri,5154583,759328,77954,130429,12809,1176881,235784,21983,37384,4724,3199175,459597,49063,85054,7635,778527,63947,6908,7991,450
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US29,29,Missouri,203422,16413,12448,4066,2166,75987,7558,4983,1749,884,118238,8420,7075,2180,1247,9197,435,390,137,35
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US29,29,Missouri,4958403,748022,66707,131077,11073,1092886,226970,17128,36756,3986,3068279,455100,42511,85806,6648,797238,65952,7068,8515,439
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US29,29,Missouri,5161825,764435,79155,135143,13239,1168873,234528,22111,38505,4870,3186517,463520,49586,87986,7895,806435,66387,7458,8652,474
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US29,29,Missouri,209461,17077,12780,4290,2232,77854,7871,5116,1873,899,121673,8725,7243,2268,1291,9934,481,421,149,42
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US29,29,Missouri,4960814,754579,67628,136200,11549,1084673,226354,17132,37810,4127,3059204,459837,42888,89187,6951,816937,68388,7608,9203,471
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US29,29,Missouri,5170275,771656,80408,140490,13781,1162527,234225,22248,39683,5026,3180877,468562,50131,91455,8242,826871,68869,8029,9352,513
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US29,29,Missouri,215679,17713,13116,4534,2292,79501,8116,5215,1974,924,125557,9107,7462,2397,1317,10621,490,439,163,51
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US29,29,Missouri,4965042,760237,68568,141830,11987,1078621,226750,17192,39015,4295,3049223,462325,43204,92886,7164,837198,71162,8172,9929,528
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US29,29,Missouri,5180721,777950,81684,146364,14279,1158122,234866,22407,40989,5219,3174780,471432,50666,95283,8481,847819,71652,8611,10092,579
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US29,29,Missouri,222123,18321,13416,4707,2376,81219,8384,5281,2033,960,129413,9387,7641,2506,1361,11491,550,494,168,55
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US29,29,Missouri,4969582,765596,69459,147152,12419,1074474,226541,17220,40168,4467,3039362,465032,43543,96371,7397,855746,74023,8696,10613,555
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US29,29,Missouri,5191705,783917,82875,151859,14795,1155693,234925,22501,42201,5427,3168775,474419,51184,98877,8758,867237,74573,9190,10781,610
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US30,30,Montana,24138,938,5083,597,262,9268,488,2371,217,93,13601,426,2567,352,157,1269,24,145,28,12
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US30,30,Montana,889504,7179,74489,10007,1532,188501,3365,26548,3184,565,560180,3587,43094,6279,893,140823,227,4847,544,74
cen42010,"April 1, 2010 Census",totpop,Total,0400000US30,30,Montana,913642,8117,79572,10604,1794,197769,3853,28919,3401,658,573781,4013,45661,6631,1050,142092,251,4992,572,86
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US30,30,Montana,24138,938,5083,597,262,9268,488,2371,217,93,13601,426,2567,352,157,1269,24,145,28,12
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US30,30,Montana,889506,7179,74489,10007,1532,188501,3365,26548,3184,565,560182,3587,43094,6279,893,140823,227,4847,544,74
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US30,30,Montana,913644,8117,79572,10604,1794,197769,3853,28919,3401,658,573783,4013,45661,6631,1050,142092,251,4992,572,86
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US30,30,Montana,24336,960,5166,637,266,9279,491,2442,219,95,13766,444,2579,391,159,1291,25,145,27,12
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US30,30,Montana,890123,7297,74639,10129,1545,188177,3409,26545,3199,565,560455,3662,43210,6382,905,141491,226,4884,548,75
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US30,30,Montana,914459,8257,79805,10766,1811,197456,3900,28987,3418,660,574221,4106,45789,6773,1064,142782,251,5029,575,87
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US30,30,Montana,25527,1021,5664,712,284,9499,520,2793,249,101,14633,471,2711,433,169,1395,30,160,30,14
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US30,30,Montana,893723,8283,75345,10699,1589,187063,3671,26486,3334,580,561880,4377,43820,6764,931,144780,235,5039,601,78
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US30,30,Montana,919250,9304,81009,11411,1873,196562,4191,29279,3583,681,576513,4848,46531,7197,1100,146175,265,5199,631,92
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US30,30,Montana,26890,1058,6128,772,285,9752,526,3087,259,105,15616,499,2869,482,166,1522,33,172,31,14
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US30,30,Montana,897645,9073,76269,11201,1631,186094,3728,26652,3425,594,559932,5074,44302,7121,948,151619,271,5315,655,89
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US30,30,Montana,924535,10131,82397,11973,1916,195846,4254,29739,3684,699,575548,5573,47171,7603,1114,153141,304,5487,686,103
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US30,30,Montana,28227,1118,6542,845,320,10045,552,3403,274,117,16555,530,2959,535,185,1627,36,180,36,18
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US30,30,Montana,904122,9206,77262,11737,1743,186258,3927,26880,3573,613,560280,4985,44792,7449,1032,157584,294,5590,715,98
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US30,30,Montana,932349,10324,83804,12582,2063,196303,4479,30283,3847,730,576835,5515,47751,7984,1217,159211,330,5770,751,116
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US30,30,Montana,29445,1179,6777,931,320,10309,576,3425,303,114,17408,553,3155,593,188,1728,50,197,35,18
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US30,30,Montana,910294,9590,78251,12419,1827,186838,4062,27159,3753,647,559922,5212,45167,7846,1068,163534,316,5925,820,112
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US30,30,Montana,939739,10769,85028,13350,2147,197147,4638,30584,4056,761,577330,5765,48322,8439,1256,165262,366,6122,855,130
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US30,30,Montana,30771,1286,6954,1025,359,10443,596,3418,332,119,18445,631,3314,644,210,1883,59,222,49,30
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US30,30,Montana,917350,10114,79053,13147,1904,187749,4281,27334,3937,685,559686,5477,45392,8309,1097,169915,356,6327,901,122
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US30,30,Montana,948121,11400,86007,14172,2263,198192,4877,30752,4269,804,578131,6108,48706,8953,1307,171798,415,6549,950,152
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US31,31,Nebraska,152173,6013,11474,2002,1396,62557,2904,5220,962,583,85205,3000,6085,1013,789,4411,109,169,27,24
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US31,31,Nebraska,1526750,95645,23984,39510,2155,348466,36208,9007,12460,785,944254,53926,13748,25185,1284,234030,5511,1229,1865,86
cen42010,"April 1, 2010 Census",totpop,Total,0400000US31,31,Nebraska,1678923,101658,35458,41512,3551,411023,39112,14227,13422,1368,1029459,56926,19833,26198,2073,238441,5620,1398,1892,110
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US31,31,Nebraska,152173,6013,11474,2002,1396,62557,2904,5220,962,583,85205,3000,6085,1013,789,4411,109,169,27,24
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US31,31,Nebraska,1526750,95645,23984,39510,2155,348466,36208,9007,12460,785,944254,53926,13748,25185,1284,234030,5511,1229,1865,86
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US31,31,Nebraska,1678923,101658,35458,41512,3551,411023,39112,14227,13422,1368,1029459,56926,19833,26198,2073,238441,5620,1398,1892,110
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US31,31,Nebraska,153641,6120,11708,2057,1403,63096,2978,5391,996,581,86052,3022,6152,1033,798,4493,120,165,28,24
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US31,31,Nebraska,1527724,96141,24088,40057,2205,348040,36335,9042,12616,794,945309,54261,13820,25536,1317,234375,5545,1226,1905,94
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US31,31,Nebraska,1681365,102261,35796,42114,3608,411136,39313,14433,13612,1375,1031361,57283,19972,26569,2115,238868,5665,1391,1933,118
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US31,31,Nebraska,158489,6437,12367,2137,1393,64421,3136,5858,1048,570,89259,3160,6330,1060,797,4809,141,179,29,26
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US31,31,Nebraska,1531453,98022,24287,41874,2287,347035,36841,9001,13013,825,948487,55463,14018,26829,1360,235931,5718,1268,2032,102
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US31,31,Nebraska,1689942,104459,36654,44011,3680,411456,39977,14859,14061,1395,1037746,58623,20348,27889,2157,240740,5859,1447,2061,128
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US31,31,Nebraska,163516,6869,13041,2264,1423,65872,3378,6366,1147,581,92337,3317,6471,1088,815,5307,174,204,29,27
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US31,31,Nebraska,1535526,99676,24559,44431,2379,346172,37299,8977,13615,866,946409,56437,14220,28572,1399,242945,5940,1362,2244,114
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US31,31,Nebraska,1699042,106545,37600,46695,3802,412044,40677,15343,14762,1447,1038746,59754,20691,29660,2214,248252,6114,1566,2273,141
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US31,31,Nebraska,168723,7182,13611,2370,1408,67438,3588,6762,1203,574,95485,3401,6625,1135,804,5800,193,224,32,30
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US31,31,Nebraska,1539292,101796,24805,46757,2470,345569,37774,9031,14200,890,945389,57857,14311,30126,1463,248334,6165,1463,2431,117
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US31,31,Nebraska,1708015,108978,38416,49127,3878,413007,41362,15793,15403,1464,1040874,61258,20936,31261,2267,254134,6358,1687,2463,147
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US31,31,Nebraska,173396,7508,13930,2474,1453,68804,3745,6913,1282,596,98317,3553,6766,1153,822,6275,210,251,39,35
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US31,31,Nebraska,1543656,104028,25297,49473,2546,345563,38308,9122,14839,929,943809,59248,14601,31943,1489,254284,6472,1574,2691,128
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US31,31,Nebraska,1717052,111536,39227,51947,3999,414367,42053,16035,16121,1525,1042126,62801,21367,33096,2311,260559,6682,1825,2730,163
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US31,31,Nebraska,178335,7754,14238,2590,1491,70329,3848,6976,1332,614,101224,3658,6984,1210,841,6782,248,278,48,36
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US31,31,Nebraska,1547639,105928,25653,52268,2649,346200,38744,9125,15458,964,940598,60384,14816,33858,1544,260841,6800,1712,2952,141
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US31,31,Nebraska,1725974,113682,39891,54858,4140,416529,42592,16101,16790,1578,1041822,64042,21800,35068,2385,267623,7048,1990,3000,177
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US32,32,Nevada,658252,29006,28081,18922,6939,239047,13028,10732,8642,3118,392324,15288,16460,9761,3678,26881,690,889,519,143
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US32,32,Nevada,1530528,236928,41069,231347,28496,295388,72163,11100,55169,9443,983770,145327,26220,153240,17367,251370,19438,3749,22938,1686
cen42010,"April 1, 2010 Census",totpop,Total,0400000US32,32,Nevada,2188780,265934,69150,250269,35435,534435,85191,21832,63811,12561,1376094,160615,42680,163001,21045,278251,20128,4638,23457,1829
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US32,32,Nevada,658293,29014,28083,18923,6939,239085,13036,10734,8643,3118,392327,15288,16460,9761,3678,26881,690,889,519,143
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US32,32,Nevada,1530588,236953,41073,231348,28497,295432,72187,11104,55170,9444,983786,145328,26220,153240,17367,251370,19438,3749,22938,1686
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US32,32,Nevada,2188881,265967,69156,250271,35436,534517,85223,21838,63813,12562,1376113,160616,42680,163001,21045,278251,20128,4638,23457,1829
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US32,32,Nevada,660584,29181,28266,18985,6956,239055,13045,10771,8671,3123,394162,15434,16582,9790,3686,27367,702,913,524,147
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US32,32,Nevada,1528855,237753,41141,232880,28483,294011,72077,11038,55371,9440,981822,145993,26288,154076,17342,253022,19683,3815,23433,1701
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US32,32,Nevada,2189439,266934,69407,251865,35439,533066,85122,21809,64042,12563,1375984,161427,42870,163866,21028,280389,20385,4728,23957,1848
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US32,32,Nevada,672827,30083,29008,19537,7245,239803,13295,10929,8838,3208,403572,16015,17084,10119,3882,29452,773,995,580,155
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US32,32,Nevada,1521571,241576,41300,239559,28954,288862,71989,10887,55955,9480,972749,148980,26408,158201,17637,259960,20607,4005,25403,1837
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US32,32,Nevada,2194398,271659,70308,259096,36199,528665,85284,21816,64793,12688,1376321,164995,43492,168320,21519,289412,21380,5000,25983,1992
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US32,32,Nevada,688217,31166,29856,20236,7504,240500,13523,11028,8998,3248,415441,16787,17714,10594,4079,32276,856,1114,644,177
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US32,32,Nevada,1524385,251275,41957,247896,29660,285976,73150,10855,56718,9617,964432,155806,26738,163085,18041,273977,22319,4364,28093,2002
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US32,32,Nevada,2212602,282441,71813,268132,37164,526476,86673,21883,65716,12865,1379873,172593,44452,173679,22120,306253,23175,5478,28737,2179
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US32,32,Nevada,704278,32350,30828,20909,7834,241901,13775,11192,9180,3354,427311,17603,18411,11047,4287,35066,972,1225,682,193
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US32,32,Nevada,1527141,257661,42420,258101,30651,283859,74391,10753,57716,9813,957314,159354,26979,169318,18709,285968,23916,4688,31067,2129
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US32,32,Nevada,2231419,290011,73248,279010,38485,525760,88166,21945,66896,13167,1384625,176957,45390,180365,22996,321034,24888,5913,31749,2322
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US32,32,Nevada,723359,33698,32262,21763,8121,244431,14219,11592,9476,3418,440990,18457,19270,11535,4486,37938,1022,1400,752,217
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US32,32,Nevada,1535896,266153,43164,269549,31703,282687,75995,10860,58984,10054,954047,165047,27276,176378,19328,299162,25111,5028,34187,2321
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US32,32,Nevada,2259255,299851,75426,291312,39824,527118,90214,22452,68460,13472,1395037,183504,46546,187913,23814,337100,26133,6428,34939,2538
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US32,32,Nevada,744673,35417,33473,22826,8494,247568,14875,11838,9828,3549,455975,19435,20135,12180,4701,41130,1107,1500,818,244
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US32,32,Nevada,1544500,276200,43881,281889,32921,282399,78240,10922,60968,10372,951033,171285,27632,183244,20041,311068,26675,5327,37677,2508
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US32,32,Nevada,2289173,311617,77354,304715,41415,529967,93115,22760,70796,13921,1407008,190720,47767,195424,24742,352198,27782,6827,38495,2752
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US33,33,New Hampshire,32721,3528,1466,693,280,12398,1404,577,284,107,19092,2023,842,387,169,1231,101,47,22,4
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US33,33,New Hampshire,1233650,19494,9548,34111,956,260829,7941,2520,10618,303,798245,10795,6239,21969,612,174576,758,789,1524,41
cen42010,"April 1, 2010 Census",totpop,Total,0400000US33,33,New Hampshire,1266371,23022,11014,34804,1236,273227,9345,3097,10902,410,817337,12818,7081,22356,781,175807,859,836,1546,45
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US33,33,New Hampshire,32721,3528,1466,693,280,12398,1404,577,284,107,19092,2023,842,387,169,1231,101,47,22,4
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US33,33,New Hampshire,1233646,19494,9548,34112,956,260827,7941,2520,10618,303,798243,10795,6239,21970,612,174576,758,789,1524,41
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US33,33,New Hampshire,1266367,23022,11014,34805,1236,273225,9345,3097,10902,410,817335,12818,7081,22357,781,175807,859,836,1546,45
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US33,33,New Hampshire,32924,3556,1479,713,287,12420,1405,578,296,111,19246,2046,853,396,172,1258,105,48,21,4
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US33,33,New Hampshire,1233310,19717,9501,34367,967,259387,7983,2501,10666,306,798250,10951,6206,22144,618,175673,783,794,1557,43
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US33,33,New Hampshire,1266234,23273,10980,35080,1254,271807,9388,3079,10962,417,817496,12997,7059,22540,790,176931,888,842,1578,47
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US33,33,New Hampshire,34350,3676,1541,756,306,12685,1397,597,320,116,20294,2165,898,413,186,1371,114,46,23,4
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US33,33,New Hampshire,1231467,20553,9590,35808,994,253716,8126,2422,10985,312,797862,11580,6307,23135,636,179889,847,861,1688,46
est72011,"July 1, 2011 Estimate",totpop,Total,0400000US33,33,New Hampshire,1265817,24229,11131,36564,1300,266401,9523,3019,11305,428,818156,13745,7205,23548,822,181260,961,907,1711,50
est72012,"July 1, 2012 Estimate",hisp,Hispanic,0400000US33,33,New Hampshire,35991,3903,1613,796,323,12895,1459,601,326,114,21517,2313,959,443,204,1579,131,53,27,5
est72012,"July 1, 2012 Estimate",nhisp,Not Hispanic,0400000US33,33,New Hampshire,1230609,21717,9713,37008,1023,248332,8255,2383,11157,318,792861,12417,6380,23942,652,189416,1045,950,1909,53
est72012,"July 1, 2012 Estimate",totpop,Total,0400000US33,33,New Hampshire,1266600,25620,11326,37804,1346,261227,9714,2984,11483,432,814378,14730,7339,24385,856,190995,1176,1003,1936,58
est72013,"July 1, 2013 Estimate",hisp,Hispanic,0400000US33,33,New Hampshire,37562,4159,1703,821,333,13048,1511,616,335,109,22600,2474,1024,456,215,1914,174,63,30,9
est72013,"July 1, 2013 Estimate",nhisp,Not Hispanic,0400000US33,33,New Hampshire,1228393,22461,9790,38242,1047,243322,8326,2354,11297,326,788046,12772,6399,24773,666,197025,1363,1037,2172,55
est72013,"July 1, 2013 Estimate",totpop,Total,0400000US33,33,New Hampshire,1265955,26620,11493,39063,1380,256370,9837,2970,11632,435,810646,15246,7423,25229,881,198939,1537,1100,2202,64
est72014,"July 1, 2014 Estimate",hisp,Hispanic,0400000US33,33,New Hampshire,38847,4313,1818,868,336,13291,1596,646,335,111,23612,2536,1099,496,216,1944,181,73,37,9
est72014,"July 1, 2014 Estimate",nhisp,Not Hispanic,0400000US33,33,New Hampshire,1230757,22887,9901,39667,1087,239162,8504,2361,11471,332,785760,13160,6402,25827,689,205835,1223,1138,2369,66
est72014,"July 1, 2014 Estimate",totpop,Total,0400000US33,33,New Hampshire,1269604,27200,11719,40535,1423,252453,10100,3007,11806,443,809372,15696,7501,26323,905,207779,1404,1211,2406,75
est72015,"July 1, 2015 Estimate",hisp,Hispanic,0400000US33,33,New Hampshire,40507,4493,1885,902,340,13548,1599,653,344,107,24863,2697,1144,515,222,2096,197,88,43,11
est72015,"July 1, 2015 Estimate",nhisp,Not Hispanic,0400000US33,33,New Hampshire,1230066,23480,9953,40967,1118,235404,8547,2312,11697,337,782054,13628,6448,26681,708,212608,1305,1193,2589,73
est72015,"July 1, 2015 Estimate",totpop,Total,0400000US33,33,New Hampshire,1270573,27973,11838,41869,1458,248952,10146,2965,12041,444,806917,16325,7592,27196,930,214704,1502,1281,2632,84
cen42010,"April 1, 2010 Census",hisp,Hispanic,0400000US34,34,New Jersey,1348155,178129,51776,20651,7295,391326,63568,16039,8128,2235,871690,107029,33852,11670,4753,85139,7532,1885,853,307
cen42010,"April 1, 2010 Census",nhisp,Not Hispanic,0400000US34,34,New Jersey,5332492,1193746,40874,784416,8482,1121638,325127,11166,203079,1960,3292150,753295,25654,521835,5765,918704,115324,4054,59502,757
cen42010,"April 1, 2010 Census",totpop,Total,0400000US34,34,New Jersey,6680647,1371875,92650,805067,15777,1512964,388695,27205,211207,4195,4163840,860324,59506,533505,10518,1003843,122856,5939,60355,1064
est42010,"April 1, 2010 Estimates Base",hisp,Hispanic,0400000US34,34,New Jersey,1348160,178130,51776,20651,7295,391326,63568,16039,8128,2235,871695,107030,33852,11670,4753,85139,7532,1885,853,307
est42010,"April 1, 2010 Estimates Base",nhisp,Not Hispanic,0400000US34,34,New Jersey,5332503,1193763,40874,784424,8482,1121640,325128,11166,203081,1960,3292158,753311,25654,521840,5765,918705,115324,4054,59503,757
est42010,"April 1, 2010 Estimates Base",totpop,Total,0400000US34,34,New Jersey,6680663,1371893,92650,805075,15777,1512966,388696,27205,211209,4195,4163853,860341,59506,533510,10518,1003844,122856,5939,60356,1064
est72010,"July 1, 2010 Estimate",hisp,Hispanic,0400000US34,34,New Jersey,1358226,179718,52127,20823,7318,393975,64043,16101,8190,2228,877894,107970,34076,11758,4778,86357,7705,1950,875,312
est72010,"July 1, 2010 Estimate",nhisp,Not Hispanic,0400000US34,34,New Jersey,5325640,1195254,40869,790871,8809,1116338,324138,11133,204098,1971,3289492,755221,25663,525947,5995,919810,115895,4073,60826,843
est72010,"July 1, 2010 Estimate",totpop,Total,0400000US34,34,New Jersey,6683866,1374972,92996,811694,16127,1510313,388181,27234,212288,4199,4167386,863191,59739,537705,10773,1006167,123600,6023,61701,1155
est72011,"July 1, 2011 Estimate",hisp,Hispanic,0400000US34,34,New Jersey,1396877,186984,53263,21579,7548,404053,66206,16145,8415,2274,901200,112357,34952,12227,4910,91624,8421,2166,937,364
est72011,"July 1, 2011 Estimate",nhisp,Not Hispanic,0400000US34,34,New Jersey,5291809,1200525,41211,816642,9054,1095539,319329,11005,207812,2030,3272300,762814,25958,542818,6171,923970,118382,4248,66012,853
